Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_XXXX,Text,Year,Text,Names,NA / Bird,NA / Fish,NA / Marine Mammals,NA / Other,Text / NA (if included),Text,Text / NA (if suppl not present),Text / NA (if suppl not present),N (not extracted yet) / in Progress / Partially / Fully,Name,,,Date,Time in min,Text,Losia / Cat,Date,Text
P_0200,"Maternal transfer and occurrence of siloxanes, chlorinated paraffins, metals, PFAS and legacy POPs in herring gulls (Larus argentatus) of different urban influence",2021,Environment International,"Knudtzon, N.C. and Thorstensen, H. and Ruus, A. and Helberg, M. and Bæk, K. and Enge, E.K. and Borgå, K.",Bird,NA,NA,NA,,P_0200_Knudtzon_2021,P_0200_Knudtzon_2021_Suppl,,Fully,Lorenzo,,,24/12/2021,19,,Cat,5/12/2022,
P_0209,Plasma concentrations of organohalogenated contaminants in white-tailed eagle nestlings – The role of age and diet,2019,Environmental Pollution,"Loeseth, M.E. and Briels, N. and Eulaers, I. and Nygård, T. and Malarvannan, G. and Poma, G. and Covaci, A. and Herzke, D. and Bustnes, J.O. and Lepoint, G. and Jenssen, B.M. and Jaspers, V.L.B.",Bird,NA,NA,NA,,P_0209_Loeseth_2019,P_0209_Loeseth_2019_Suppl,,Fully,Lorenzo,,,24/12/2021,19,,Cat,5/12/2022,
P_0210,"White-tailed eagle (Haliaeetus albicilla) feathers from Norway are suitable for monitoring of legacy, but not emerging contaminants",2019,Science of the Total Environment,"Loeseth, M.E. and Briels, N. and Flo, J. and Malarvannan, G. and Poma, G. and Covaci, A. and Herzke, D. and Nygård, T. and Bustnes, J.O. and Jenssen, B.M. and Jaspers, V.L.B.",Bird,NA,NA,NA,,P_0210_Loeseth_2019,P_0210_Loeseth_2019_Suppl,,Fully,Lorenzo,,,31/12/2021,21,,Cat,5/12/2022,
P_0211,The influence of natural variation and organohalogenated contaminants on physiological parameters in white-tailed eagle (Haliaeetus albicilla) nestlings from Norway,2019,Environmental Research,"Loeseth, M.E. and Flo, J. and Sonne, C. and Krogh, A.K.H. and Nygård, T. and Bustnes, J.O. and Jenssen, B.M. and Jaspers, V.L.B.",Bird,NA,NA,NA,,P_0211_Loeseth_2019,P_0211_Loeseth_2019_Suppl,,Fully,Lorenzo,,,31/12/2021,12,,Cat,5/12/2022,
P_0212,Spatial trends of polyfluorinated compounds in guillemot (Uria aalge) eggs from North-Western Europe,2008,Chemosphere,"Loefstrand, K. and Jörundsdóttir, H. and Tomy, G. and Svavarsson, J. and Weihe, P. and Nygård, T. and Bergman, Å.",Bird,NA,NA,NA,,P_0212_Loefstrand_2008,NA,,Fully,Lorenzo,,,31/12/2021,18,,Cat,5/12/2022,
P_0042,Perfluoroalkyl acid (PFAA) profile and concentrations in two co-occurring tit species: distinct differences indicate non-generalizable results across passerines,2021,SCIENCE OF THE TOTAL ENVIRONMENT,"Lasters, R and Groffen, T and Bervoets, L and Eens, M and Lasters, Robin and Groffen, Thimo and Bervoets, Lieven and Eens, Marcel",Bird,NA,NA,NA,,P_0042_Lasters_2021,P_0042_Lasters_2021_Suppl,,Fully,Lorenzo,,,31/12/2021,15,,Cat,5/12/2022,
P_0218,"Variation in PFAA concentrations and egg parameters throughout the egg-laying sequence in a free-living songbird (the great tit, Parus major): Implications for biomonitoring studies",2019,Environmental Pollution,"Lasters, R. and Groffen, T. and Lopez-Antia, A. and Bervoets, L. and Eens, M.",Bird,NA,NA,NA,,P_0218_Lasters_2019,P_0218_Lasters_2019_Suppl,,Fully,Lorenzo,,,31/12/2021,9,,Cat,5/12/2022,
P_0219,"Perfluoroalkyl substances in eggs and plasma of an avian top predator, great skua (Stercorarius skua), in the north Atlantic",2013,Environmental Toxicology and Chemistry,"Leat, E.H.K. and Bourgeon, S. and Eze, J.I. and Muir, D.C.G. and Williamson, M. and Bustnes, J.O. and Furness, R.W. and Borgå, K.",Bird,NA,NA,NA,,P_0219_Leat_2013,P_0219_Leat_2013_Suppl,,Fully,Lorenzo,,,2/01/2022,20,,Cat,5/12/2022,
P_0224,Perfluorinated sulfonate and carboxylate compounds and precursors in herring gull eggs from across the Laurentian Great Lakes of North America: Temporal and recent spatial comparisons and exposure implications,2015,Science of the Total Environment,"Letcher, R.J. and Su, G. and Moore, J.N. and Williams, L.L. and Martin, P.A. and De Solla, S.R. and Bowerman, W.W.",Bird,NA,NA,NA,,P_0224_Letcher_2015,P_0224_Letcher_2015_Suppl,,Fully,Lorenzo,,,3/01/2022,22,,Cat,5/12/2022,
P_0048,Understanding PFAAs exposure in a generalist seabird species breeding in the vicinity of a fluorochemical plant: Influence of maternal transfer and diet,2021,ENVIRONMENTAL POLLUTION,"Lopez-Antia, A and Kavelaars, MM and Muller, W and Bervoets, L and Eens, M and Lopez-Antia, Ana and Kavelaars, Marwa M. and Mueller, Wendt and Bervoets, Lieven and Eens, Marcel",Bird,NA,NA,NA,,P_0048_Lopez-Antia_2021,P_0048_Lopez-Antia_2021_Suppl,,Fully,Lorenzo,,,3/01/2022,25,,Cat,5/12/2022,
P_0231,High levels of PFOS in eggs of three bird species in the neighbourhood of a fluoro-chemical plant,2017,Ecotoxicology and Environmental Safety,"Lopez-Antia, A. and Dauwe, T. and Meyer, J. and Maes, K. and Bervoets, L. and Eens, M.",Bird,NA,NA,NA,,P_0231_Lopez-Antia_2017,NA,,Fully,Lorenzo,,,4/01/2022,13,,Cat,5/12/2022,
P_0232,Perfluoroalkyl Acids (PFAAs) Concentrations and Oxidative Status in Two Generations of Great Tits Inhabiting a Contamination Hotspot,2019,Environmental Science and Technology,"Lopez-Antia, A. and Groffen, T. and Lasters, R. and Abdelgawad, H. and Sun, J. and Asard, H. and Bervoets, L. and Eens, M.",Bird,NA,NA,NA,,P_0232_Lopez-Antia_2019,P_0232_Lopez-Antia_2019_Suppl,,Fully,Lorenzo,,,4/01/2022,11,,Cat,6/12/2022,
P_0234,Contamination of ivory gulls (Pagophila eburnea) at four colonies in Svalbard in relation to their trophic behaviour,2017,Polar Biology,"Lucia, M. and Strøm, H. and Bustamante, P. and Herzke, D. and Gabrielsen, G.W.",Bird,NA,NA,NA,,P_0234_Lucia_2017,P_0234_Lucia_2017_Suppl1-2-3,,Fully,Lorenzo,,,4/01/2022,19,,Cat,6/12/2022,
P_0235,Circumpolar contamination in eggs of the high-arctic ivory gull Pagophila eburnea,2015,Environmental Toxicology and Chemistry,"Lucia, M. and Verboven, N. and Strøm, H. and Miljeteig, C. and Gavrilo, M.V. and Braune, B.M. and Boertmann, D. and Gabrielsen, G.W.",Bird,NA,NA,NA,,P_0235_Lucia_2015,NA,,Fully,Lorenzo,,,4/01/2022,8,,Cat,6/12/2022,
P_0239,Dissimilar effects of organohalogenated compounds on thyroid hormones in glaucous gulls,2017,Environmental Research,"Melnes, M. and Gabrielsen, G.W. and Herzke, D. and Sagerup, K. and Jenssen, B.M.",Bird,NA,NA,NA,,P_0239_Melnes_2017,P_0239_Melnes_2017_Suppl,,Fully,Lorenzo,,,4/01/2022,16,,Cat,6/12/2022,
P_0241,Eggshell thinning and decreased concentrations of vitamin E are associated with contaminants in eggs of ivory gulls,2012,Science of the Total Environment,"Miljeteig, C. and Gabrielsen, G.W. and Strøm, H. and Gavrilo, M.V. and Lie, E. and Jenssen, B.M.",Bird,NA,NA,NA,,P_0241_Miljeteig_2012,NA,,Fully,Lorenzo,,,4/01/2022,9,,Cat,6/12/2022,
P_0242,"Influence of overwinter distribution on exposure to persistent organic pollutants (POPs) in seabirds, ancient murrelets (Synthliboramphus antiquus), breeding on the Pacific coast of Canada",2020,Environmental Pollution,"Miller, A. and Elliott, J.E. and Wilson, L.K. and Elliott, K.H. and Drouillard, K.G. and Verreault, J. and Lee, S. and Idrissi, A.",Bird,NA,NA,NA,,P_0242_Miller_2020,P_0242_Miller_2020_Suppl1-2-3-4,,Fully,Lorenzo,,,4/01/2022,12,,Cat,6/12/2022,
P_0051,Exposure assessment of PFAS-contaminated sites using avian eggs as a biomonitoring tool: A frame of reference and a case study in the Po River valley (Northern Italy),2021,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,"Morganti, M and Polesello, S and Pascariello, S and Ferrario, C and Rubolini, D and Valsecchi, S and Parolini, M and Morganti, Michelangelo and Polesello, Stefano and Pascariello, Simona and Ferrario, Claudia and Rubolini, Diego and Valsecchi, Sara and Parolini, Marco",Bird,NA,NA,NA,,P_0051_Morganti_2021,P_0051_Morganti_2021_Suppl,,Fully,Lorenzo,,,4/01/2022,17,,Cat,6/12/2022,
P_0248,Halogenated organic contaminants and their correlations with circulating thyroid hormones in developing Arctic seabirds,2012,Science of the Total Environment,"Noest, T.H. and Helgason, L.B. and Harju, M. and Heimstad, E.S. and Gabrielsen, G.W. and Jenssen, B.M.",Bird,NA,NA,NA,,P_0248_Noest_2012,NA,,Fully,Lorenzo,,,4/01/2022,15,,Cat,6/12/2022,
P_0251,"Potential effects of perfluorinated compounds in common cormorants from Lake Biwa, Japan: An implication from the hepatic gene expression profiles by microarray",2008,Environmental Toxicology and Chemistry,"Nakayama, K. and Iwata, H. and Tao, L. and Kannan, K. and Imoto, M. and Kim, E.-Y. and Tashiro, K. and Tanabe, S.",Bird,NA,NA,NA,,P_0251_Nakayama_2008,NA,,Fully,Lorenzo,,,21/01/2022,12,,Cat,24/01/2022,
P_0253,"High levels of perfluoroalkyl acids in eggs and embryo livers of great cormorant (Phalacrocorax carbo sinensis) and herring gull (Larus argentatus) from Lake Vänern, Sweden",2013,Environmental Science and Pollution Research,"Norden, M. and Berger, U. and Engwall, M.",Bird,NA,NA,NA,,P_0253_Norden_2013,P_0253_Norden_2013_Suppl,,Fully,Lorenzo,,,21/01/2022,18,,Cat,24/01/2022,
P_0262,Contrasting long term temporal trends in perfluoroalkyl substances (PFAS) in eggs of the northern gannet (Morus bassanus) from two UK colonies,2021,Science of the Total Environment,"Pereira, M.G. and Lacorte, S. and Walker, L.A. and Shore, R.F.",Bird,NA,NA,NA,,P_0262_Pereira_2021,P_0262_Pereira_2021_Suppl,,Fully,Lorenzo,,,21/01/2022,15,,Cat,24/01/2022,
P_0274,Legacy and Novel Per- and Polyfluoroalkyl Substances in Juvenile Seabirds from the US Atlantic Coast,2020,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Robuck, AR and Cantwell, MG and McCord, JP and Addison, LM and Pfohl, M and Strynar, MJ and McKinney, R and Katz, DR and Wiley, DN and Lohmann, R and Robuck, Anna R. and Cantwell, Mark G. and McCord, James P. and Addison, Lindsay M. and Pfohl, Marisa and Strynar, Mark J. and McKinney, Richard and Katz, David R. and Wiley, David N. and Lohmann, Rainer",Bird,NA,NA,NA,,P_0274_Robuck_2020,P_0274_Robuck_2020_Suppl1_&_2,,Fully,Lorenzo,,,21/01/2022,20,,Cat,24/01/2022,
P_0276,Spatial and Interspecies Heterogeneity in Concentrations of Perfluoroalkyl Substances (PFASs) in Seabirds of the Southern Ocean,2019,Environmental Science and Technology,"Roscales, J.L. and Vicente, A. and Ryan, P.G. and González-Solís, J. and Jiménez, B.",Bird,NA,NA,NA,,P_0276_Roscales_2019,P_0276_Roscales_2019_Suppl,,Fully,Lorenzo,,,23/01/2022,24,,Cat,24/01/2022,
P_0281,Perfluorinated compounds in red-throated divers from the German Baltic Sea: New findings from their distribution in 10 different tissues,2011,Environmental Chemistry,"Rubarth, J. and Dreyer, A. and Guse, N. and Einax, J.W. and Ebinghaus, R.",Bird,NA,NA,NA,,P_0281_Rubarth_2011,P_0281_Rubarth_2011_Suppl,,Fully,Lorenzo,,,23/01/2022,16,,Cat,24/01/2022,
P_0287,Peregrine falcon egg pollutants: Mirror Stockholm POPs list including methylmercury,2016,Toxicological and Environmental Chemistry,"Schwarz, S. and Rackstraw, A. and Behnisch, P.A. and Brouwer, A. and Köhler, H.-R. and Kotz, A. and Kuballa, T. and Malisch, R. and Neugebauer, F. and Schilling, F. and Schmidt, D. and Theo von der Trenck, K.",Bird,NA,NA,NA,,P_0287_Schwarz_2016,"P_0287_Schwarz_2016_Suppl1,2,3",,Fully,Lorenzo,,,23/01/2022,10,,Cat,24/01/2022,
P_0031,Exposure to PFAS is associated with telomere length dynamics and demographic responses of an arctic top predator,2020,Environmental Science and Technology,"Sebastiano, M. and Angelier, F. and Blévin, P. and Ribout, C. and Sagerup, K. and Descamps, S. and Herzke, D. and Moe, Bø. and Barbraud, C. and Bustnes, J.O. and Gabrielsen, G.W. and Chastel, O.",Bird,NA,NA,NA,,P_0031_Sebastiano_2020,P_0031_Sebastiano_2020_Suppl,,Fully,Lorenzo,,,23/01/2022,21,,Cat,24/01/2022,
P_0296,"Organohalogenated contaminants in white-tailed eagle (Haliaeetus albicilla) nestlings: An assessment of relationships to immunoglobulin levels, telomeres and oxidative stress",2016,Science of the Total Environment,"Sletten, S. and Bourgeon, S. and Bårdsen, B.-J. and Herzke, D. and Criscuolo, F. and Massemin, S. and Zahn, S. and Johnsen, T.V. and Bustnes, J.O.",Bird,NA,NA,NA,,P_0296_Sletten_2016,NA,,Fully,Lorenzo,,,23/01/2022,18,,Cat,24/01/2022,
P_0298,Blood plasma clinical-chemical parameters as biomarker endpoints for organohalogen contaminant exposure in Norwegian raptor nestlings,2012,Ecotoxicology and Environmental Safety,"Sonne, C. and Bustnes, J.O. and Herzke, D. and Jaspers, V.L.B. and Covaci, A. and Eulaers, I. and Halley, D.J. and Moum, T. and Ballesteros, M. and Eens, M. and Ims, R.A. and Hanssen, S.A. and Erikstad, K.E. and Johnsen, T.V. and Rigét, F.F. and Jensen, A.L. and Kjelgaard-Hansen, M.",Bird,NA,NA,NA,,P_0298_Sonne_2012,NA,,Fully,Lorenzo,,,24/01/2022,17,,Cat,24/01/2022,
P_0301,Contaminants of emerging concern in Caspian tern compared to herring gull eggs from Michigan colonies in the Great Lakes of North America,2017,Environmental Pollution,"Su, G. and Letcher, R.J. and Moore, J.N. and Williams, L.L. and Grasman, K.A.",Bird,NA,NA,NA,,P_0301_Su_2017,P_0301_Su_2017_Suppl,,Fully,Lorenzo,,,24/01/2022,15,,Cat,24/01/2022,
P_0302,White-Tailed Eagle (Haliaeetus albicilla) Body Feathers Document Spatiotemporal Trends of Perfluoroalkyl Substances in the Northern Environment,2019,Environmental Science and Technology,"Sun, J. and Bossi, R. and Bustnes, J.O. and Helander, B. and Boertmann, D. and Dietz, R. and Herzke, D. and Jaspers, V.L.B. and Labansen, A.L. and Lepoint, G. and Schulz, R. and Sonne, C. and Thorup, K. and Tøttrup, A.P. and Zubrod, J.P. and Eens, M. and Eulaers, I.",Bird,NA,NA,NA,,P_0302_Sun_2019,P_0302_Sun_2019_Suppl,,Fully,Lorenzo,,,21/02/2022,10,,,,
P_0043,Influence of perfluoroalkyl acids and other parameters on circulating thyroid hormones and immune-related microRNA expression in free-ranging nestling peregrine falcons,2021,SCIENCE OF THE TOTAL ENVIRONMENT,"Sun, JC and Letcher, RJ and Waugh, CA and Jaspers, VLB and Covaci, A and Fernie, KJ and Sun, Jiachen and Letcher, Robert J. and Waugh, Courtney A. and Jaspers, Veerle L. B. and Covaci, Adrian and Fernie, Kim J.",Bird,NA,NA,NA,,P_0043_Sun_2021,P_0043_Sun_2021_Suppl,,Fully,Lorenzo,,,21/02/2022,14,,,,
P_0305,Correlations between Per- and Polyfluoroalkyl Substances and Body Morphometrics in Fledgling Shearwaters Impacted by Plastic Consumption from a Remote Pacific Island,2021,Environmental Toxicology and Chemistry,"Szabo, D. and Lavers, J.L. and Shimeta, J. and Green, M.P. and Mulder, R.A. and Clarke, B.O.",Bird,NA,NA,NA,,P_0305_Szabo_2021,P_0305_Szabo_2021_Suppl,,Fully,Lorenzo,,,21/02/2022,21,,,,
P_0307,Endocrine and Fitness Correlates of Long-Chain Perfluorinated Carboxylates Exposure in Arctic Breeding Black-Legged Kittiwakes,2014,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,"Tartu, Sabrina and Gabrielsen, Geir W. and Blevin, Pierre and Ellis, Hugh and Bustnes, Jan Ove and Herzke, Dorte and Chastel, Olivier",Bird,NA,NA,NA,,P_0307_Tartu_2014,P_0307_Tartu_2014_Suppl,,Fully,Lorenzo,,,21/02/2022,18,,,,
P_0322,"Perfluorinated alkyl substances in plasma, liver, brain, and eggs of glaucous gulls (Larus hyperboreus) from the Norwegian Arctic",2005,Environmental Science and Technology,"Verreault, J. and Houde, M. and Gabrielsen, G.W. and Berger, U. and Haukås, M. and Letcher, R.J. and Muir, D.C.G.",Bird,NA,NA,NA,,P_0322_Verreault_2005,NA,,Fully,Lorenzo,,,21/02/2022,9,,,,
P_0323,Perfluoroalkyl and polyfluoroalkyl substances in entire clutches of Audouin's gulls from the ebro delta,2015,Chemosphere,"Vicente, J. and Sanpera, C. and García-Tarrasón, M. and Pérez, A. and Lacorte, S.",Bird,NA,NA,NA,,P_0323_Vicente_2015,P_0323_Vicente_2015_Suppl,,Fully,Lorenzo,,,21/02/2022,11,,,,
P_0324,Perfluoroalkyl substances (PFASs) and polychlorinated naphthalenes (PCNs) add to the chemical cocktail in peregrine falcon eggs,2019,Science of the Total Environment,"Vorkamp, K. and Falk, K. and Møller, S. and Bossi, R. and Rigét, F.F. and Sørensen, P.B.",Bird,NA,NA,NA,,P_0324_Vorkamp_2019,P_0324_Vorkamp_2019_Suppl,,Fully,Lorenzo,,,21/02/2022,10,,,,
P_0328,Perfluorooctane sulfonate and other fluorochemicals in waterbird eggs from South China,2008,Environmental Science and Technology,"Wang, Y. and Yeung, L.W.Y. and Taniyasu, S. and Yamashita, N. and Lam, J.C.W. and Lam, P.K.S.",Bird,NA,NA,NA,,P_0328_Wang_2008,P_0328_Wang_2008_Suppl,,Fully,Lorenzo,,,21/02/2022,13,,,,
P_0329,Snow buntings (Plectrophenax nivealis) as bio-indicators for exposure differences to legacy and emerging persistent organic pollutants from the Arctic terrestrial environment on Svalbard,2019,Science of the Total Environment,"Warner, N.A. and Sagerup, K. and Kristoffersen, S. and Herzke, D. and Gabrielsen, G.W. and Jenssen, B.M.",Bird,NA,NA,NA,,P_0329_Warner_2019,P_0329_Warner_2019_Suppl,,Fully,Lorenzo,,,21/02/2022,9,,,,
P_0334,Novel and legacy per- and polyfluoroalkyl substances in bald eagle eggs from the Great Lakes region,2020,Environmental Pollution,"Wu, Y. and Simon, K.L. and Best, D.A. and Bowerman, W. and Venier, M.",Bird,NA,NA,NA,,P_0334_Wu_2020,P_0334_Wu_2020_Supplementary,2nd Supplementary does not download - it is an excel file,Fully,Radiah,,,18/01/2022,15,,Cat,20/01/2022,
P_0019,"Perfluoroalkyl acids in the egg yolk of birds from Lake Shihwa, Korea",2008,Environmental Science and Technology,"Yoo, H. and Kannan, K. and Seong, K.K. and Kyu, T.L. and Newsted, J.L. and Giesy, J.P.",Bird,NA,NA,NA,,P_0019_Yoo_2008,N/A,,Fully,Radiah,,,18/01/2022,9,,Cat,20/01/2022,
P_0107,"Perfluoroalkyl sulfonates and carboxylic acids in liver, muscle and adipose tissues of black-footed albatross (Phoebastria nigripes) from Midway Island, North Pacific Ocean",2015,Chemosphere,"Chu, S. and Wang, J. and Leong, G. and Woodward, L.A. and Letcher, R.J. and Li, Q.X.",Bird,NA,NA,NA,,P_0107_Chu_2015,N/A,,Fully,Radiah,,,18/01/2022,12,,Cat,20/01/2022,
P_0141,Spatial and temporal trends of contaminants in terrestrial biota from the Canadian Arctic,2005,SCIENCE OF THE TOTAL ENVIRONMENT,"Gamberg, M and Braune, B and Davey, E and Elkin, B and Hoekstra, PF and Kennedy, D and Macdonald, C and Muir, D and Nirwal, A and Wayl and , M and Zeeb, B",Bird,NA,NA,Other,,,,,N,Radiah,,,,,,,,
P_0157,Do concentrations of perfluoroalkylated acids (PFAAs) in isopods reflect concentrations in soil and songbirds? A study using a distance gradient from a fluorochemical plant,2019,Science of the Total Environment,"Groffen, T. and Eens, M. and Bervoets, L.",Bird,NA,NA,Other,,P_0157_Groffen_2019,N/A,,Fully,Radiah,,,18/01/2022,7,,Cat,20/01/2022,
P_0260,Brain region-specific perfluoroalkylated sulfonate (PFSA) and carboxylic acid (PFCA) accumulation and neurochemical biomarker Responses in east Greenland polar Bears (Ursus maritimus),2015,ENVIRONMENTAL RESEARCH,"Pedersen, Kathrine Eggers and Basu, Niladri and Letcher, Robert and Greaves, Alana K. and Sonne, Christian and Dietz, Rune and Styrishave, Bjarne",NA,NA,Marine Mammals,NA,,P_0260_Pederson_2015,P_0260_Pederson_2015_Supplementary,,Fully,Radiah,,,19/01/2022,7,,Cat,20/01/2022,
P_0269,Spatial and temporal trends of perfluorinated compounds in beluga whales (Delphinapterus leucas) from Alaska,2011,Environmental Science and Technology,"Reiner, J.L. and O'Connell, S.G. and Moors, A.J. and Kucklick, J.R. and Becker, P.R. and Keller, J.M.",NA,NA,Marine Mammals,NA,,P_0269_Reiner_2011,P_0269_Reiner_2011_Suppl,,Fully,Radiah,,,19/01/2022,13,,Cat,20/01/2022,
P_0270,Organohalogen Contaminants and Vitamins in Northern Fur Seals (Callorhinus ursinus) Collected During Subsistence Hunts in Alaska,2016,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Reiner, Jessica L. and Becker, Paul R. and Gribble, Matthew O. and Lynch, Jennifer M. and Moors, Am and a J. and Ness, Jennifer and Peterson, Danielle and Pugh, Rebecca S. and Ragl and , Tamika and Rimmer, Catherine and Rhoderick, Jody and Schantz, Michele M. and Trevillian, Jennifer and Kucklick, John R.",NA,NA,Marine Mammals,NA,,P_0270_Reiner_2016,P_0270_Reiner_2016_Suppl,,Fully,Radiah,,,19/01/2022,13,,Cat,20/01/2022,
P_0050,Emission Changes Dwarf the Influence of Feeding Habits on Temporal Trends of Per- and Polyfluoroalkyl Substances in Two Arctic Top Predators,2017,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Routti, H and Aars, J and Fuglei, E and Hanssen, L and Lone, K and Polder, A and Pedersen, AO and Tartu, S and Welker, JM and Yoccoz, NG and Routti, Heli and Aars, Jon and Fuglei, Eva and Hanssen, Linda and Lone, Karen and Polder, Anuschka and Pedersen, Ashild O. and Tartu, Sabrina and Welker, Jeffrey M. and Yoccoz, Nigel G.",NA,NA,Marine Mammals,Other,,P_0050_Routti_2017,P_0050_Routti_2017_Suppl,,Fully,Radiah,,,19/01/2022,7,,Cat,20/01/2022,
